level,word,site_num_log_bing,site_num_log_yahoo,learning_level,site_num_log_google
3,madam,7.075546961,7.966141733,3,7.603144373
3,intention,7.075546961,8.953759692,3,8.940516485
3,sack,7.075546961,8.017033339,3,7.911157609
4,opposition,7.075546961,8.711807229,3,8.710963119
4,possession,7.075546961,8.281033367,3,8.544068044
2,cigarette,7.075546961,8.227886705,3,8.167317335
3,mushroom,7.079181246,8.247973266,3,7.959518377
3,gasoline,7.079181246,8.068185862,3,8.176091259
3,toast,7.079181246,7.918030337,3,7.936010796
3,vase,7.079181246,8.44870632,3,7.840733235
3,worm,7.079181246,8.096910013,3,8.079181246
9,sampling,7.079181246,8.08278537,3,8.825426118
4,emphasis,7.079181246,8.206825876,3,8.850033258
4,consequence,7.079181246,8.064457989,3,8.902002891
2,sunlight,7.079181246,8.495544338,3,8.309630167
2,pea,7.079181246,8.049218023,3,8.064457989
2,peanut,7.079181246,8.23299611,3,7.938519725
2,grape,7.079181246,7.984077034,3,7.976808337
2,purse,7.079181246,8.523746467,3,7.94792362
3,sake,7.08278537,8.979092901,3,8.599883072
3,porch,7.08278537,8.469822016,3,7.834420704
3,waist,7.08278537,8.970346876,3,8.193124598
3,rival,7.08278537,8.227886705,3,8.33243846
3,wrist,7.08278537,8.534026106,3,8.100370545
4,extent,7.08278537,8.498310554,3,9.206825876
3,melody,7.086359831,8.344392274,3,7.933487288
3,refrigerator,7.086359831,8.033423755,3,8.021189299
4,handful,7.086359831,8.367355921,3,8.389166084
4,variation,7.086359831,8.951337519,3,8.963787827
4,humanity,7.086359831,8.492760389,3,8.457881897
4,criticism,7.086359831,8.212187604,3,8.725911632
2,onion,7.086359831,8.298853076,3,8.025305865
2,carpenter,7.086359831,8.324282455,3,8.307496038
3,ankle,7.089905111,8.06069784,3,8.068185862
3,nickname,7.089905111,8.045322979,3,7.878521796
3,pigeon,7.089905111,7.968015714,3,7.818225894
3,hint,7.089905111,8.264817823,3,8.29666519
1,glove,7.089905111,8.397940009,3,7.987666265
1,towel,7.089905111,7.854913022,3,7.858537198
4,establishment,7.089905111,9.123851641,3,9.257678575
4,blossom,7.089905111,8.475671188,3,7.931457871
4,boundary,7.089905111,8.11058971,3,8.871572936
4,colony,7.089905111,8.264817823,3,8.542825427
2,throat,7.089905111,8.50242712,3,8.204119983
3,merit,7.093421685,8.041392685,3,8.643452676
3,punishment,7.093421685,8.285557309,3,8.371067862
3,receipt,7.093421685,8.418301291,3,8.598790507
3,wage,7.093421685,8.033423755,3,8.57634135
1,soda,7.093421685,8.514547753,3,8.245512668
9,spinning,7.093421685,8.646403726,3,8.230448921
4,mechanism,7.093421685,8.419955748,3,9.029383778
4,mist,7.093421685,8.025305865,3,7.999565488
4,paragraph,7.093421685,8.240549248,3,8.809559715
4,poverty,7.093421685,8.285557309,3,8.713490543
2,blanket,7.093421685,8.394451681,3,8.170261715
2,priest,7.093421685,8.23299611,3,8.173186268
3,earthquake,7.096910013,8.318063335,3,8.322219295
3,emotion,7.096910013,8.281033367,3,8.404833717
3,argument,7.096910013,9.025305865,3,9.06069784
3,basement,7.096910013,8.298853076,3,8.328379603
3,goat,7.096910013,8.342422681,3,8.367355921
3,wheat,7.096910013,8.45484486,3,8.459392488
3,rhythm,7.096910013,8.250420002,3,8.322219295
1,pork,7.096910013,8.303196057,3,8.127104798
4,destruction,7.096910013,8.720159303,3,8.705007959
4,occupation,7.096910013,8.684845362,3,8.720159303
4,tribe,7.096910013,8.344392274,3,8.33243846
2,bacon,7.096910013,8.444044796,3,8.336459734
2,sweat,7.096910013,8.431363764,3,8.045322979
2,pillow,7.096910013,7.902546779,3,7.909020854
3,loyalty,7.100370545,8.158362492,3,8.356025857
3,lung,7.100370545,8.911690159,3,8.843855423
3,observation,7.100370545,8.294466226,3,8.947433722
3,fog,7.100370545,8.51054501,3,8.161368002
3,suggestion,7.100370545,8.311753861,3,8.745074792
3,wagon,7.100370545,8.428134794,3,8.049218023
3,democracy,7.100370545,8.646403726,3,8.651278014
3,witness,7.100370545,8.5132176,3,8.487138375
1,tomato,7.100370545,8.193124598,3,8.195899652
4,oxygen,7.100370545,8.833784375,3,8.84509804
4,parliament,7.100370545,8.350248018,3,8.791690649
4,goddess,7.100370545,8.462397998,3,7.77815125
2,medal,7.100370545,8.437750563,3,8.489958479
2,strawberry,7.100370545,8.498310554,3,7.953759692
2,peach,7.100370545,8.741151599,3,8.235528447
2,helicopter,7.100370545,8.220108088,3,8.11058971
2,imagination,7.100370545,8.440909082,3,8.434568904
3,fireplace,7.103803721,8.507855872,3,7.839478047
3,goose,7.103803721,8.212187604,3,7.933993164
3,principle,7.103803721,8.361727836,3,8.921686475
3,pumpkin,7.103803721,8.367355921,3,7.814247596
3,victim,7.103803721,8.328379603,3,8.480006943
3,ladder,7.103803721,8.240549248,3,8.240549248
3,lamb,7.103803721,8.271841607,3,8.328379603
9,breeding,7.103803721,8.178976947,3,8.475671188
4,popularity,7.103803721,8.462397998,3,8.53529412
2,balloon,7.103803721,8.462397998,3,8.209515015
3,luggage,7.10720997,8.733197265,3,8.178976947
3,exception,7.10720997,8.976808337,3,8.957128198
3,bunch,7.10720997,8.559906625,3,8.276461804
3,tray,7.10720997,8.444044796,3,8.004321374
3,vitamin,7.10720997,8.465382851,3,8.380211242
4,tension,7.10720997,8.369215857,3,8.697229343
3,shelf,7.11058971,8.804139432,3,8.536558443
3,bargain,7.11058971,8.214843848,3,8.041392685
3,fountain,7.11058971,8.409933123,3,8.103803721
3,glance,7.11058971,8.532754379,3,8.523746467
3,patrol,7.11058971,8.42975228,3,8.123851641
3,grip,7.11058971,8.164352856,3,8.152288344
3,chin,7.11058971,9.240549248,3,9.204119983
3,cliff,7.11058971,8.29666519,3,8.255272505
1,supermarket,7.11058971,8.093421685,3,8.071882007
4,discipline,7.11058971,8.383815366,3,8.759667845
4,shepherd,7.11058971,8.193124598,3,8.201397124
4,barrel,7.11058971,8.401400541,3,8.227886705
4,fate,7.11058971,8.499687083,3,8.687528961
4,genius,7.11058971,8.29666519,3,8.305351369
2,drill,7.11058971,8.437750563,3,8.201397124
2,mud,7.11058971,8.206825876,3,8.209515015
2,friendship,7.11058971,8.910624405,3,8.477121255
3,slice,7.113943352,8.235528447,3,8.315970345
3,statue,7.113943352,8.599883072,3,8.503790683
3,darkness,7.113943352,8.785329835,3,8.668385917
4,prospect,7.113943352,8.206825876,3,8.527629901
2,ribbon,7.113943352,8.596597096,3,8.230448921
2,sauce,7.113943352,8.572871602,3,8.117271296
2,mood,7.113943352,8.673020907,3,8.437750563
2,spelling,7.113943352,8.195899652,3,8.307496038
2,sweater,7.113943352,8.797959644,3,7.884795364
2,jungle,7.113943352,8.31386722,3,8.301029996
2,wool,7.113943352,8.753583059,3,8.184691431
3,threat,7.117271296,8.82672252,3,8.822821645
1,tent,7.117271296,8.372912003,3,8.498310554
1,tunnel,7.117271296,8.346352974,3,8.531478917
4,disaster,7.117271296,8.440909082,3,8.656098202
4,bloom,7.117271296,8.478566496,3,8.456366033
4,existence,7.117271296,8.437750563,3,8.960946196
4,territory,7.117271296,8.517195898,3,8.804139432
4,welfare,7.117271296,8.807535028,3,8.791690649
4,incident,7.117271296,8.367355921,3,8.744292983
12,pepper,7.117271296,8.547774705,3,8.238046103
2,oven,7.117271296,8.631443769,3,8.367355921
2,pepper,7.117271296,8.547774705,3,8.238046103
2,thumb,7.117271296,9.176091259,3,10.27392678
2,impression,7.117271296,8.582063363,3,8.871572936
2,dial,7.117271296,8.515873844,3,8.240549248
3,governor,7.120573931,8.745855195,3,8.710963119
3,bullet,7.120573931,8.50242712,3,8.23299611
3,circus,7.120573931,8.31386722,3,7.958563883
3,presence,7.120573931,8.710963119,3,9.071882007
3,profession,7.120573931,8.354108439,3,8.684845362
3,reward,7.120573931,8.305351369,3,8.558708571
1,soap,7.120573931,8.547774705,3,8.276461804
5,clay,7.120573931,8.572871602,3,8.624282096
4,anxiety,7.120573931,8.588831726,3,8.592176757
4,measurement,7.120573931,8.537819095,3,8.998259338
4,conclusion,7.120573931,8.551449998,3,8.975891136
4,conflict,7.120573931,8.519827994,3,8.921686475
4,vessel,7.120573931,8.597695186,3,8.580924976
4,independence,7.120573931,8.839478047,3,8.821513528
2,bean,7.120573931,8.547774705,3,8.369215857
2,nut,7.120573931,8.515873844,3,8.173186268
3,fairy,7.123851641,8.737987326,3,7.962369336
3,beast,7.123851641,8.093421685,3,8.093421685
3,stroke,7.123851641,8.57863921,3,8.58546073
3,organ,7.123851641,8.692846919,3,8.921166051
3,harmony,7.123851641,8.372912003,3,8.330413773
3,chairman,7.123851641,8.431363764,3,8.694605199
3,lap,7.123851641,8.46686762,3,8.640481437
