difficulty,word,len,vrlen,brownfq,reuterfq,weblio,binglog,yahoolog,googlelog,gutenfq,pos
3,sandal,6,0.3333333333333333,0,0,1.0,7.133538907999999,9.037426498,9.037426498,0,5
3,achieve,7,0.5714285714285714,0,0,1.0,7.198657087000001,9.29666519,9.290034611,5,5
3,drawer,6,0.3333333333333333,0,0,1.0,7.201397124,9.33243846,9.315970345,14,3
3,link,4,0.25,0,0,1.0,7.204119982999999,9.096910012999999,9.271841607,9,1
3,satisfy,7,0.2857142857142857,0,0,1.0,7.212187603999999,9.285557309,9.372912003,50,1
3,addition,8,0.5,0,1,1.0,7.212187603999999,9.330413773,9.33243846,32,1
3,drawing,7,0.2857142857142857,0,0,1.0,7.225309282,9.250420002,9.23299611,167,5
3,listener,8,0.375,0,0,1.0,7.235528447,9.526339277,9.514547752999999,7,1
3,saucer,6,0.5,0,0,1.0,7.240549248,9.505149978,9.514547752999999,1,5
3,additional,10,0.5,0,2,1.0,7.271841607000001,9.562292864,9.567026366,29,3
3,drugstore,9,0.3333333333333333,0,0,1.0,7.276461804,9.544068044,9.517195897999999,0,1
3,liter,5,0.4,0,0,1.0,7.281033367,9.46834733,9.431363764,0,1
3,sausage,7,0.5714285714285714,0,0,1.0,7.28780173,9.977266212,9.969881643999999,2,1
3,admit,5,0.4,0,0,1.0,7.294466226,9.852479994,9.677606953,48,1
3,drum,4,0.25,0,0,1.0,7.322219295,9.394451681,9.401400541000001,23,1
3,literature,10,0.5,0,0,1.0,7.334453751,9.857935265,9.561101384,10,1
3,saving,6,0.3333333333333333,0,0,1.0,7.376576957,9.656098202,9.675778342000001,28,5
3,adopt,5,0.4,0,0,1.0,7.597695186,10.32715451,10.23954972,14,3
3,duck,4,0.25,1,0,1.0,7.679427897,10.29885308,10.15167623,5,1
3,living,6,0.3333333333333333,3,4,1.0,7.712649702,9.838219222000001,9.837588438,423,5
3,saw,3,0.3333333333333333,8,0,1.0,7.72916479,10.40260524,10.23854789,1615,5
3,advance,7,0.42857142857142855,0,0,1.0,7.8034571160000015,10.40260524,10.40260524,70,1
3,due,3,0.6666666666666666,0,1,1.0,7.958085849,10.40260524,10.25188145,145,3
3,loaf,4,0.5,0,0,1.0,7.96425963,10.40260524,10.40260524,8,1
3,scale,5,0.4,0,1,1.0,7.981818607,10.29490691,10.28914284,21,3
3,advantage,9,0.4444444444444444,1,0,1.0,8.10720997,10.3558345,10.35391623,116,1
3,dull,4,0.25,0,0,1.0,8.123851641,10.40260524,10.40260524,66,3
3,loan,4,0.5,0,0,1.0,7.045322979,7.976349979,7.958085849,4,1
3,scarf,5,0.2,0,0,1.0,7.089905111,8.390935107,8.369215857,20,1
3,adviser,7,0.42857142857142855,0,0,1.0,7.11058971,8.376576957000001,8.318063335,6,1
3,location,8,0.5,0,0,1.0,7.117271296,8.57863921,9.004321374,2,1
3,schedule,8,0.375,0,1,1.0,7.127104798,8.685741739,8.340444115,0,1
3,affair,6,0.5,0,0,1.0,7.136720567,8.79518459,9.146128036,85,1
3,eager,5,0.6,0,0,1.0,7.173186267999999,9.120573931000001,9.093421685,110,3
3,loose,5,0.6,1,0,1.0,7.181843588,8.80140371,8.784617293,122,3
3,scissors,8,0.25,0,0,1.0,7.187520721,9.201397124,9.117271296,10,1
3,affect,6,0.3333333333333333,0,0,1.0,7.204119982999999,9.247973266,9.10720997,25,5
3,eagle,5,0.6,0,0,1.0,7.214843847999999,9.201397124,9.336459734,39,1
3,lord,4,0.25,1,0,1.0,7.214843847999999,9.397940009,9.230448921,313,1
3,screen,6,0.3333333333333333,0,0,1.0,7.220108088,9.161368002,9.176091259,13,1
3,afford,6,0.3333333333333333,0,0,1.0,7.23299611,9.190331698,9.056904851,65,3
3,earthquake,10,0.5,0,0,1.0,7.235528447,9.195899652,9.243038048999999,24,1
3,loss,4,0.25,0,4,1.0,7.235528447,9.416640507,9.230448921,114,1
3,screw,5,0.2,3,0,1.0,7.26245109,9.28780173,9.283301229,11,5
3,agreement,9,0.4444444444444444,4,2,1.0,7.278753601,9.7084209,9.545307116,12,1
3,ease,4,0.75,0,0,1.0,7.281033367,9.713490542999999,9.725911632,126,1
3,lost,4,0.25,8,0,1.0,7.28780173,9.816903839,9.80685803,343,5
3,seafood,7,0.5714285714285714,0,0,1.0,7.2922560710000015,9.699837726,9.685741739,0,1
3,aid,3,0.6666666666666666,0,0,1.0,7.29666519,9.584331224,9.618048097,37,1
3,eastern,7,0.42857142857142855,1,2,1.0,7.324282455,9.851258349,9.683047038,17,3
3,lover,5,0.4,0,0,1.0,7.336459734,9.966141732999999,9.969881643999999,56,1
3,search,6,0.3333333333333333,0,0,1.0,7.350248017999999,9.741939078,9.745855195,88,1
3,aircraft,8,0.375,0,0,1.0,7.354108439,9.748962861,9.752816431,0,1
3,economic,8,0.5,0,1,1.0,7.4313637639999985,9.975431809,9.738780558,1,3
3,loving,6,0.3333333333333333,0,0,1.0,7.434568904,10.10551018,9.72916479,45,1
3,seashore,8,0.5,0,0,1.0,7.450249107999999,10.05614226,9.721810615,2,1
3,airmail,7,0.5714285714285714,0,0,1.0,7.56937391,10.09968064,9.656098202,0,3
3,economy,7,0.42857142857142855,0,0,1.0,7.617000341000002,10.12548127,9.862131379,9,1
3,lower,5,0.4,0,1,1.0,7.63447727,10.12385164,9.673941999,139,7
3,seaside,7,0.5714285714285714,0,0,1.0,7.682145076,10.2787536,10.40260524,6,3
3,alarm,5,0.4,1,0,1.0,7.705007959,9.777426822,9.767897616,76,3
3,educational,11,0.5454545454545454,0,0,1.0,7.710117365,10.40260524,9.977723605,1,3
3,loyal,5,0.4,0,0,2.0,6.7759743310000005,8.037426498,8.017033339,9,1
3,secondly,8,0.25,0,0,2.0,7.096910013,8.278753601,8.338456493999999,8,7
3,alcohol,7,0.42857142857142855,0,0,2.0,7.100370545,8.550228353,8.376576957000001,0,5
3,effective,9,0.4444444444444444,0,4,2.0,7.133538907999999,8.57634135,8.440909082000001,3,3
3,loyalty,7,0.2857142857142857,0,0,1.0,7.079181246,8.503790683,8.523746467,6,1
3,section,7,0.42857142857142855,1,0,1.0,7.089905111,8.778874472,8.78604121,5,1
3,alike,5,0.6,0,0,1.0,7.1398790860000005,8.849419414,8.813580989,77,1
3,elect,5,0.4,0,1,1.0,7.1553360370000005,8.836956737000001,8.869818208,29,3
3,luggage,7,0.42857142857142855,0,0,1.0,7.158362492,8.868644437999999,8.746634198999999,7,1
3,security,8,0.375,0,1,1.0,7.176091259,9.079181246000001,9.08278537,21,1
3,aloud,5,0.6,1,0,1.0,7.187520721,8.999130541,8.994756945,67,3
3,election,8,0.5,0,0,1.0,7.193124598,9.176091259,9.340444115,27,1
3,lunchtime,9,0.3333333333333333,0,0,1.0,7.204119982999999,9.198657087,9.214843848,0,7
3,seed,4,0.5,0,0,1.0,7.206825876,8.742725131,9.045322979,329,1
3,although,8,0.375,4,0,1.0,7.214843847999999,9.247973266,9.346352974,32,1
3,element,7,0.42857142857142855,0,0,1.0,7.217483944,9.136720567000001,9.245512668,20,1
3,lung,4,0.25,0,0,1.0,7.220108088,9.338456493999999,9.328379603,5,1
3,seek,4,0.5,0,0,1.0,7.220108088,9.049218023,9.079181246000001,328,5
3,altogether,10,0.4,0,0,1.0,7.222716471,9.367355921,9.255272505,136,7
3,elsewhere,9,0.4444444444444444,0,0,1.0,7.225309282,9.36361198,9.392696953,36,7
3,seldom,6,0.3333333333333333,1,0,1.0,7.235528447,9.526339277,9.383815366,57,3
3,ambulance,9,0.4444444444444444,0,0,1.0,7.235528447,9.675778342000001,9.29666519,0,1
3,emotion,7,0.5714285714285714,0,0,1.0,7.240549248,9.593286067000001,9.382017043,51,1
3,madam,5,0.4,1,0,1.0,7.240549248,9.281033367000001,9.260071388,69,1
3,select,6,0.3333333333333333,0,0,1.0,7.243038049,9.475671188,9.311753861,6,3
3,analysis,8,0.375,0,0,1.0,7.243038049,9.298853076,9.31386722,3,1
3,employ,6,0.3333333333333333,0,0,1.0,7.243038049,9.29666519,9.170261715,26,1
3,mailman,7,0.42857142857142855,0,0,1.0,7.245512668,9.62324929,9.44870632,0,1
3,selection,9,0.4444444444444444,0,0,1.0,7.245512668,9.28780173,9.290034611,4,1
3,angle,5,0.4,0,0,1.0,7.252853031,9.565847819,9.557507202,29,1
3,employee,8,0.5,0,0,1.0,7.257678575,9.655138435,9.53529412,0,1
3,mainly,6,0.3333333333333333,0,0,1.0,7.260071387999999,9.561101384,9.544068044,7,7
3,self,4,0.25,3,0,1.0,7.26245109,9.572871602000001,9.444044796,174,5
3,ankle,5,0.4,0,0,1.0,7.271841607000001,9.550228353,9.365487985,14,3
3,employer,8,0.375,0,0,1.0,7.278753601,9.737987326,9.44870632,3,1
3,maintain,8,0.5,0,0,1.0,7.285557309,9.615950052,9.650307523,24,5
3,selfish,7,0.2857142857142857,0,0,1.0,7.290034611,9.72916479,9.51054501,33,3
3,announcement,12,0.4166666666666667,0,0,1.0,7.2922560710000015,9.494154594,9.463892989,11,1
3,employment,10,0.3,0,0,1.0,7.315970345,9.77524626,9.631443769,37,1
3,major,5,0.4,2,2,1.0,7.315970345,9.779596491,9.785329835,2,3
3,senior,6,0.5,0,0,1.0,7.315970345,9.428134794,9.371067862,3,3
3,announcer,9,0.4444444444444444,0,0,1.0,7.322219295,9.933993164,9.748188027000001,0,1
3,encourage,9,0.5555555555555556,0,0,1.0,7.326335861,9.684845362,9.689308859,17,1
3,majority,8,0.375,0,1,1.0,7.334453751,9.698970004,9.721810615,8,1
3,sensible,8,0.375,0,0,1.0,7.344392274,9.44870632,9.434568903999999,95,3
3,anyhow,6,0.3333333333333333,2,0,1.0,7.383815366,9.651278013999999,9.658964843,23,1
3,engineering,11,0.4545454545454545,0,2,1.0,7.403120521,9.954242509,9.723455672,3,1
3,management,10,0.4,0,0,1.0,7.423245874,9.525044807,9.557507202,12,1
3,sensitive,9,0.4444444444444444,0,0,1.0,7.42975228,10.17347764,10.03181227,10,3
3,anymore,7,0.42857142857142855,0,0,1.0,7.451786436,9.788875116,9.793790385,1,7
3,entertain,9,0.4444444444444444,1,0,1.0,7.471291711,10.04375513,9.745074792,18,3
3,marriage,8,0.5,2,0,1.0,7.480006942999999,9.707570176,9.695481676,142,1
3,series,6,0.5,0,0,1.0,7.517195898,10.22089225,10.17201881,20,1
3,appeal,6,0.5,0,0,1.0,7.613841822,10.20466251,9.755112266,26,1
3,entertainment,13,0.38461538461538464,0,0,2.0,7.158362492,8.654176542,8.609594409,16,1
3,mask,4,0.25,0,0,2.0,7.655138435,8.012837225,7.831229694,30,1
3,seriously,9,0.4444444444444444,0,0,2.0,7.3117538610000015,9.348304863,9.348304863,59,7
3,application,11,0.4545454545454545,0,0,1.0,7.068185862000001,8.918030337000001,9.012837225,25,3
3,entire,6,0.5,1,0,1.0,7.079181246,8.414973348,7.9360107960000015,99,3
3,means,5,0.4,1,4,1.0,7.089905111,8.597695186000001,8.592176757,290,5
3,setting,7,0.2857142857142857,1,0,1.0,7.089905111,8.271841607,8.257678575,70,5
3,appoint,7,0.42857142857142855,0,0,1.0,7.093421685,8.45331834,8.292256071,43,5
3,entirely,8,0.375,3,0,1.0,7.103803721,8.450249108,8.136720567000001,189,7
3,meantime,8,0.5,2,0,1.0,7.10720997,8.717670502999999,9.414973348,16,3
3,settle,6,0.3333333333333333,0,1,1.0,7.113943352000001,8.907411361,8.904715545,71,3
3,appointment,11,0.3636363636363637,0,0,1.0,7.117271296,8.587710965,8.610660163,20,1
3,environment,11,0.3636363636363637,0,0,1.0,7.120573931,8.480006943,8.326335861,3,1
3,media,5,0.6,0,0,1.0,7.120573931,8.626340367000001,8.238046103,0,1
3,sexual,6,0.5,1,0,1.0,7.123851641,8.527629901000001,8.31386722,1,3
3,approve,7,0.42857142857142855,0,0,1.0,7.123851641,9.206825876,8.725094521,28,5
3,equally,7,0.42857142857142855,1,0,1.0,7.127104798,8.528916699999998,8.238046103,129,7
3,melody,6,0.3333333333333333,0,0,1.0,7.130333768,8.706717782,8.599883072,8,3
3,shame,5,0.4,0,0,1.0,7.130333768,8.956648579,8.717670502999999,201,3
3,arch,4,0.25,0,0,1.0,7.133538907999999,9.250420002,8.82672252,22,1
3,equipment,9,0.4444444444444444,3,0,1.0,7.136720567,8.785329835,8.531478917000001,2,1
3,membership,10,0.3,0,4,1.0,7.136720567,8.589949601,8.833147112,0,1
3,sharply,7,0.14285714285714285,1,0,1.0,7.136720567,8.612783857,8.762678564,47,7
3,argue,5,0.6,0,0,1.0,7.1398790860000005,8.636487896,8.217483944,12,3
3,escalator,9,0.4444444444444444,0,0,1.0,7.1398790860000005,8.781755375,8.409933123,0,1
3,mental,6,0.3333333333333333,2,0,1.0,7.1398790860000005,9.064457989,9.045322979,20,3
3,shave,5,0.4,0,0,1.0,7.146128036,8.862727527999999,8.604226053,16,1
3,argument,8,0.375,0,0,1.0,7.149219112999999,8.908485019,8.909556028999999,49,1
3,essay,5,0.4,0,0,1.0,7.149219112999999,8.916453949,9.113943352,2,5
3,merchant,8,0.25,0,0,1.0,7.152288344,8.822168078999999,8.838219222000001,37,1
3,shelf,5,0.2,0,0,1.0,7.152288344,9.017033339,8.53529412,21,1
3,arrest,6,0.3333333333333333,0,0,1.0,7.152288344,8.56937391,8.580924976,11,1
3,essential,9,0.4444444444444444,2,0,1.0,7.158362492,8.614897216000001,8.615950052,29,3
3,merely,6,0.3333333333333333,1,0,1.0,7.158362492,8.645422268999999,8.872738827000001,169,7
3,shell,5,0.2,11,0,1.0,7.158362492,8.788875116,8.804820679,24,5
3,arrow,5,0.4,0,0,1.0,7.158362492,8.832508913,7.998259337999999,44,3
3,establish,9,0.3333333333333333,0,0,1.0,7.158362492,9.167317335,8.392696953,57,5
3,merit,5,0.4,0,0,1.0,7.158362492,8.404833717,8.396199347,52,1
3,shopkeeper,10,0.4,0,0,1.0,7.161368002000001,8.984977126,8.803457116,13,3
3,article,7,0.42857142857142855,0,0,1.0,7.161368002000001,9.276461804,8.830588668999999,19,1
3,evidence,8,0.5,1,0,1.0,7.164352856,9.173186268,8.491361694,33,1
3,microphone,10,0.4,1,0,1.0,7.164352856,8.895422546,8.792391689,0,1
3,shy,3,0.0,0,0,1.0,7.164352856,8.975891136,8.626340367000001,17,1
3,ashamed,7,0.42857142857142855,1,0,1.0,7.164352856,8.376576957000001,8.367355921,208,5
3,evil,4,0.5,0,0,1.0,7.164352856,8.953276337,8.657055853,801,3
3,military,8,0.375,1,0,1.0,7.167317335,8.721810615,8.709269961,29,3
3,sickness,8,0.25,0,0,1.0,7.167317335,8.982723388,8.655138435,39,1
3,asparagus,9,0.4444444444444444,0,0,1.0,7.167317335,9.037426498,8.681241237,3,3
3,exception,9,0.4444444444444444,0,0,1.0,7.167317335,9.075546961,8.624282096,22,1
3,mineral,7,0.42857142857142855,1,4,1.0,7.170261715,8.675778342000001,8.888740961,4,1
3,sigh,4,0.25,2,0,1.0,7.170261715,9.164352856,9.164352856,83,3
3,assistance,10,0.4,0,0,1.0,7.170261715,9.045322979,8.761927838,54,1
3,exchange,8,0.375,1,3,1.0,7.173186267999999,8.974971994,9.11058971,20,1
3,minister,8,0.375,0,0,1.0,7.173186267999999,8.758911892,8.770115295,107,1
3,signature,9,0.4444444444444444,0,0,1.0,7.176091259,9.021189299,8.906873535,1,1
3,assistant,9,0.3333333333333333,1,0,1.0,7.176091259,8.843232777999999,8.828015064,3,3
3,excite,6,0.5,0,0,1.0,7.176091259,8.679427897,8.682145076,21,3
3,ministry,8,0.25,0,1,1.0,7.176091259,9.017033339,8.700703717,24,1
3,silently,8,0.25,0,0,1.0,7.176091259,8.950851458999999,8.698100546000001,66,7
3,atlas,5,0.4,0,0,1.0,7.178976947000001,8.974511693,8.966141732999999,0,7
3,excited,7,0.42857142857142855,1,0,1.0,7.181843588,9.281033367000001,8.941014244,47,5
3,minor,5,0.4,2,0,1.0,7.181843588,8.918554531,8.902546779,5,3
3,simply,6,0.16666666666666666,5,0,1.0,7.181843588,9.257678575,8.799340549,74,7
3,atom,4,0.5,1,0,1.0,7.181843588,8.980003372,8.829946696,10,3
3,excitement,10,0.4,0,0,1.0,7.184691431,8.988558957,8.840106094,39,1
3,missing,7,0.2857142857142857,1,0,1.0,7.184691431,9.201397124,9.012837225,32,5
3,sincere,7,0.42857142857142855,0,0,1.0,7.184691431,8.928395852000001,8.894316063,38,3
3,atomic,6,0.5,2,0,1.0,7.184691431,8.850646235,8.584331224,0,3
3,expense,7,0.42857142857142855,1,0,1.0,7.184691431,8.622214023,9.021189299,36,1
3,mistaken,8,0.375,2,0,1.0,7.187520721,9.149219113,9.004321374,108,7
3,sincerely,9,0.3333333333333333,0,0,1.0,7.187520721,9.079181246000001,8.614897216000001,23,7
3,attach,6,0.3333333333333333,0,0,1.0,7.187520721,9.033423755,9.021189299,18,3
3,experiment,10,0.4,0,0,1.0,7.187520721,8.586587305,8.568201724,13,3
3,mixer,5,0.4,0,0,1.0,7.187520721,9.041392685,9.008600172000001,0,1
3,singing,7,0.2857142857142857,3,0,1.0,7.187520721,9.086359831000001,9.193124597999999,131,5
3,attempt,7,0.2857142857142857,0,0,1.0,7.190331698,9.193124597999999,8.741939078,93,1
3,expert,6,0.3333333333333333,1,0,1.0,7.190331698,9.004321374,9.008600172000001,16,1
3,moonlight,9,0.3333333333333333,0,0,1.0,7.193124598,8.942999593,8.924795996,36,1
3,situation,9,0.5555555555555556,4,1,1.0,7.193124598,8.804820679,8.720985744,169,1
3,attitude,8,0.5,2,0,1.0,7.193124598,9.079181246000001,8.614897216000001,38,1
3,explanation,11,0.4545454545454545,0,0,1.0,7.193124598,8.937517892,8.965201701,56,1
3,moral,5,0.4,1,0,1.0,7.193124598,8.563481085,8.750508395,41,3
3,sketch,6,0.16666666666666666,0,0,1.0,7.193124598,8.827369273,9.041392685,8,1
3,attract,7,0.2857142857142857,1,0,1.0,7.193124598,9.06069784,8.707570176,11,1
3,explore,7,0.42857142857142855,0,0,1.0,7.193124598,8.994756945,9.133538908,8,1
3,moreover,8,0.5,1,0,1.0,7.1958996520000005,9.357934847000001,8.893761762,62,3
3,sketchbook,10,0.3,0,0,1.0,7.1958996520000005,9.053078442999999,8.604226053,0,1
3,attractive,10,0.4,1,0,1.0,7.1958996520000005,9.247973266,9.250420002,11,3
3,explorer,8,0.375,0,0,1.0,7.1958996520000005,8.990782692,8.721810615,0,1
3,mostly,6,0.16666666666666666,1,0,1.0,7.1958996520000005,8.916980047000001,8.712649702,27,7
3,skill,5,0.2,0,0,1.0,7.1958996520000005,9.008600172000001,8.839478047,42,3
3,audio,5,0.8,1,0,1.0,7.198657087000001,9.037426498,8.738780558,0,3
3,export,6,0.3333333333333333,0,1,1.0,7.198657087000001,9.10720997,8.983175072,0,1
3,motion,6,0.5,0,0,1.0,7.198657087000001,8.81756537,8.753583059,63,1
3,slave,5,0.4,1,0,1.0,7.198657087000001,9.045322979,8.848804701,36,5
3,author,6,0.5,0,0,1.0,7.198657087000001,8.981365509,8.988558957,27,1
3,expression,10,0.4,1,0,1.0,7.198657087000001,9.093421685,9.064457989,83,1
3,motorboat,9,0.4444444444444444,0,0,1.0,7.198657087000001,9.227886705,9.26245109,0,1
3,slice,5,0.4,0,0,1.0,7.198657087000001,8.656098202,8.650307523,7,1
3,authority,9,0.4444444444444444,0,0,1.0,7.201397124,9.230448921,8.975431809,88,1
3,extra,5,0.4,2,0,1.0,7.201397124,8.818225894,8.82672252,9,3
3,motorcycle,10,0.3,0,0,1.0,7.201397124,8.84509804,8.846337112,0,1
3,slight,6,0.16666666666666666,0,0,1.0,7.201397124,8.843232777999999,8.657055853,90,3
3,automatic,9,0.5555555555555556,2,0,1.0,7.201397124,8.72427587,8.710117365,9,3
3,extremely,9,0.3333333333333333,1,0,1.0,7.201397124,8.826074803,8.80685803,118,7
3,mount,5,0.4,1,0,1.0,7.201397124,8.984077034,9.025305865,314,5
3,slightly,8,0.125,0,0,1.0,7.204119982999999,9.136720567000001,8.781036939,53,7
3,available,9,0.5555555555555556,2,0,1.0,7.204119982999999,9.033423755,9.139879086,3,3
3,eyebrow,7,0.42857142857142855,0,0,1.0,7.206825876,9.120573931000001,9.113943352,2,1
3,mustache,8,0.375,0,0,1.0,7.206825876,9.292256071,8.78604121,1,1
3,slope,5,0.4,0,0,1.0,7.209515015,9.103803721,9.10720997,20,1
3,avenue,6,0.6666666666666666,0,0,1.0,7.209515015,9.064457989,8.911690158999999,11,1
3,moving,6,0.3333333333333333,0,0,1.0,7.209515015,8.718501689,8.839478047,98,5
3,smart,5,0.2,0,0,1.0,7.209515015,8.892651034,8.521138084,43,3
3,average,7,0.5714285714285714,1,3,1.0,7.209515015,8.933993164,8.926856708999999,22,3
3,failure,7,0.5714285714285714,0,0,1.0,7.212187603999999,9.06069784,9.053078442999999,8,1
3,muscle,6,0.3333333333333333,0,0,1.0,7.212187603999999,9.120573931000001,8.793790385,9,1
3,softly,6,0.16666666666666666,1,0,1.0,7.212187603999999,8.833147112,8.338456493999999,63,7
3,avoid,5,0.6,1,0,1.0,7.212187603999999,9.041392685,9.029383778,72,5
3,fairly,6,0.3333333333333333,0,0,1.0,7.214843847999999,9.423245874,8.901458321,40,7
3,mushroom,8,0.375,0,0,1.0,7.214843847999999,8.646403726,8.660865478,9,3
3,soil,4,0.5,0,0,1.0,7.217483944,9.444044796,9.469822016,64,1
3,fairy,5,0.4,0,0,1.0,7.217483944,9.161368002,8.992553518,36,1
3,mustard,7,0.2857142857142857,0,0,1.0,7.217483944,9.555094449,9.459392487999999,17,1
3,somehow,7,0.42857142857142855,1,0,1.0,7.217483944,9.164352856,9.359835482000001,115,5
3,babysitter,10,0.3,0,0,1.0,7.220108088,9.08278537,9.079181246000001,0,1
3,faith,5,0.4,2,0,1.0,7.220108088,9.158362492,9.161368002,374,5
3,mysterious,10,0.4,1,0,1.0,7.220108088,9.089905111,9.029383778,44,3
3,sometime,8,0.5,0,0,1.0,7.220108088,9.029383778,9.045322979,11,7
3,background,10,0.3,0,0,1.0,7.220108088,8.981365509,8.964730921000001,11,1
3,fancy,5,0.2,1,0,1.0,7.220108088,9.120573931000001,9.10720997,204,1
3,somewhat,8,0.375,1,0,1.0,7.220108088,9.089905111,9.252853031,138,7
3,backyard,8,0.25,0,0,1.0,7.222716471,9.389166084,9.173186268,0,5
3,farther,7,0.2857142857142857,0,0,1.0,7.222716471,9.164352856,9.086359831000001,180,1
3,naked,5,0.4,3,0,1.0,7.222716471,9.068185862,9.075546961,120,5
3,sore,4,0.5,0,0,1.0,7.222716471,9.260071388,8.905256049,126,3
3,baggage,7,0.42857142857142855,0,0,1.0,7.222716471,8.945468585,8.934498451,6,1
3,fashionable,11,0.4545454545454545,0,0,1.0,7.225309282,9.033423755,9.225309282000001,19,3
3,napkin,6,0.3333333333333333,0,0,1.0,7.225309282,9.371067862,9.136720567000001,5,3
3,soul,4,0.5,0,0,1.0,7.225309282,9.164352856,8.870988814,899,1
3,bakery,6,0.3333333333333333,0,0,1.0,7.227886705,9.245512668,9.240549247999999,1,1
3,feather,7,0.42857142857142855,0,0,1.0,7.230448921,9.033423755,9.079181246000001,15,7
3,necessity,9,0.3333333333333333,2,0,1.0,7.230448921,9.187520721,9.187520721,71,3
3,sour,4,0.5,0,0,1.0,7.230448921,9.178976947,9.146128036,14,3
3,baking,6,0.3333333333333333,0,0,1.0,7.230448921,9.276461804,9.26245109,10,1
3,feature,7,0.5714285714285714,0,0,1.0,7.230448921,8.888179494,8.871572936,17,1
3,needless,8,0.375,0,0,1.0,7.230448921,9.257678575,8.769377326,12,3
3,southern,8,0.375,4,0,1.0,7.230448921,8.776701184,8.787460475,16,3
3,balcony,7,0.2857142857142857,0,0,1.0,7.230448921,9.514547752999999,9.170261715,25,1
3,fee,3,0.6666666666666666,0,0,1.0,7.23299611,8.7355989,8.731588765,9,1
3,negative,8,0.5,2,0,1.0,7.23299611,9.075546961,9.217483944,9,3
3,specialist,10,0.4,0,0,1.0,7.23299611,8.936010796,8.904174368,6,1
3,banker,6,0.3333333333333333,0,0,1.0,7.235528447,9.064457989,9.501059262,23,1
3,fever,5,0.4,1,0,1.0,7.235528447,8.827369273,8.925827575,37,1
3,neglect,7,0.2857142857142857,0,0,1.0,7.235528447,9.340444115,8.978636948,25,5
3,specially,9,0.3333333333333333,0,0,1.0,7.235528447,9.113943352,9.103803721,35,7
3,barber,6,0.3333333333333333,0,0,1.0,7.238046102999999,9.404833717,9.401400541000001,3,5
3,file,4,0.5,0,0,1.0,7.238046102999999,9.206825876,9.053078442999999,16,1
3,neighborhood,12,0.4166666666666667,0,0,1.0,7.238046102999999,9.075546961,8.961421094,1,1
3,specific,8,0.375,0,0,1.0,7.238046102999999,9.146128036,9.161368002,9,3
3,bare,4,0.5,0,0,1.0,7.238046102999999,8.709269961,8.709269961,253,1
3,finance,7,0.42857142857142855,0,2,1.0,7.238046102999999,9.190331698,9.442479769,2,1
3,nerve,5,0.4,0,0,1.0,7.238046102999999,9.421603927,8.938519725,6,1
3,speedy,6,0.3333333333333333,0,0,1.0,7.240549248,9.164352856,9.161368002,16,1
3,bargain,7,0.42857142857142855,1,0,1.0,7.243038049,9.11058971,9.120573931000001,18,1
